start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.107,0.609,0.40399999999999997,0.6970000000000001,0.069,0.462,0.527,0.374,2014-15,EasternWash.
"Rebound, 11-30 s",0.22699999999999998,0.5660000000000001,0.369,0.568,0.20199999999999999,0.395,0.429,0.43,2014-15,EasternWash.
"Opp score, 0-10 s",0.052000000000000005,0.555,0.35200000000000004,0.625,0.11,0.2,0.5379999999999999,0.38799999999999996,2014-15,EasternWash.
"Opp score, 11-30 s",0.41200000000000003,0.552,0.33,0.5920000000000001,0.23199999999999998,0.396,0.43700000000000006,0.40299999999999997,2014-15,EasternWash.
"Steal, 0-10 s",0.057999999999999996,0.5489999999999999,0.5489999999999999,0.5710000000000001,0.078,0,0.373,0.42100000000000004,2014-15,EasternWash.
"Steal, 11-30 s",0.033,0.593,0.49200000000000005,0.517,0.16899999999999998,0.8,0.33899999999999997,0.4,2014-15,EasternWash.
Transition,0.21600000000000003,0.58,0.43,0.64,0.081,0.258,0.488,0.387,2014-15,EasternWash.
