name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Aleer Leek,14,0.20800000000000002,0.154,0.364,0.061,0.133,0.667,2017-18
Jordan Giles,8,0.081,0.08199999999999999,0.667,0.03,0.038,0.5,2017-18
Isaiah Ross,8,0.115,0.107,0.5,0.019,0,0,2017-18
Marco Smith,4,0.057999999999999996,0,0,0,0,NA,2017-18
Brandon McKissic,3,0.033,0.06,1,0,0,NA,2017-18
Xavier Bishop,3,0.018000000000000002,0.018000000000000002,0.5,0,0,NA,2017-18
Broderick Robinson,3,0.022000000000000002,0.045,1,0.015,0.036000000000000004,1,2017-18
Nesbitt Marvin,3,0.08800000000000001,0.055999999999999994,0.33299999999999996,0,0,NA,2017-18
Mo Ahmed,3,0.111,0,0,0.105,0,0,2017-18
Steve Dulley,2,0.087,0,0,0,0,NA,2017-18
Tony Jackson,2,0.2,0.16699999999999998,0.5,0,0,NA,2017-18
Total,53,0.071,0.06,0.45,0.02,0.023,0.444,2017-18
