name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jaren Lewis,29,0.11599999999999999,0.13699999999999998,0.765,0.067,0.062,0.33299999999999996,2018-19,AbileneChristian
Hayden Farquhar,17,0.135,0.184,1,0.34600000000000003,0.273,0.33299999999999996,2018-19,AbileneChristian
B.J. Maxwell,12,0.156,0.188,0.857,0.156,0.231,0.6,2018-19,AbileneChristian
Joe Pleasant,10,0.094,0.128,0.833,0.098,0.1,0.5,2018-19,AbileneChristian
Jalone Friday,9,0.109,0.09699999999999999,0.6,0.034,0.075,1,2018-19,AbileneChristian
Kolton Kohl,9,0.318,0.429,0.857,0.11800000000000001,0.25,0.5,2018-19,AbileneChristian
Jaylen Franklin,4,0.021,0.022000000000000002,0.667,0.012,0.034,1,2018-19,AbileneChristian
Clay Gayman,4,0.11800000000000001,0,0,0.16699999999999998,0,0,2018-19,AbileneChristian
Damien Daniels,2,0.028999999999999998,0,0,0.042,0.16699999999999998,1,2018-19,AbileneChristian
Paul Hiepler,1,0.5,1,1,NA,NA,NA,2018-19,AbileneChristian
Trey Lenox,1,0.062,0.2,1,0,0,NA,2018-19,AbileneChristian
Total,98,0.091,0.111,0.772,0.068,0.08199999999999999,0.475,2018-19,AbileneChristian
