shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.247,0.563,0.107,0.631,2013-14
2pt Jumpers,0.488,0.32,0.106,0.358,2013-14
3pt Shots,0.265,0.32,0.022000000000000002,0.327,2013-14
