shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.337,0.517,0.152,0.609,2019-20
2pt Jumpers,0.243,0.31,0.08199999999999999,0.33799999999999997,2019-20
3pt Shots,0.42,0.335,0.012,0.33899999999999997,2019-20
