shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.29100000000000004,0.594,0.146,0.695,2012-13
2pt Jumpers,0.345,0.35100000000000003,0.113,0.395,2012-13
3pt Shots,0.363,0.313,0.016,0.318,2012-13
