name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Murphy Holloway,52,0.151,0.145,0.657,0.11699999999999999,0.24100000000000002,0.765,2012-13
Reginald Buckner,47,0.275,0.255,0.6579999999999999,0.12,0.185,0.556,2012-13
Aaron Jones,13,0.32299999999999995,0.19,0.4,0.15,0.25,0.667,2012-13
Nick Williams,9,0.042,0.053,1,0.055999999999999994,0.08900000000000001,0.625,2012-13
Marshall Henderson,6,0.047,0,0,0.018000000000000002,0.021,0.5,2012-13
Martavious Newby,5,0.2,0.182,0.5,0.25,0,0,2012-13
Jarvis Summers,4,0.043,0.057,0.667,0.008,0,0,2012-13
Terry Brutus,4,0.125,0.188,1,1,NA,0,2012-13
Anthony Perez,4,0.25,0.25,0.667,0.077,0,0,2012-13
Ladarius White,3,0.021,0.036000000000000004,1,0.022000000000000002,0.031,0.5,2012-13
Derrick Millinghaus,1,0,0,NA,0.02,0,0,2012-13
Total,148,0.14400000000000002,0.142,0.63,0.057,0.092,0.5870000000000001,2012-13
