shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.384,0.633,0.07400000000000001,0.6829999999999999,2018-19,NorthernAriz.
2pt Jumpers,0.18,0.4,0.024,0.41,2018-19,NorthernAriz.
3pt Shots,0.436,0.358,0.004,0.36,2018-19,NorthernAriz.
