shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.305,0.601,0.10800000000000001,0.674,2012-13,WesternKy.
2pt Jumpers,0.377,0.364,0.068,0.391,2012-13,WesternKy.
3pt Shots,0.318,0.324,0.002,0.324,2012-13,WesternKy.
