name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jameel Warney,43,0.182,0.163,0.6409999999999999,0.034,0.059000000000000004,0.75,2013-14,StonyBrook
Eric McAlister,20,0.18899999999999997,0.175,0.647,0.04,0.059000000000000004,0.667,2013-14,StonyBrook
Ahmad Walker,18,0.122,0.053,0.222,0,0,NA,2013-14,StonyBrook
Rayshaun McGrew,11,0.2,0.21899999999999997,0.7,0.043,0.125,1,2013-14,StonyBrook
Dave Coley,10,0.084,0.09300000000000001,0.5710000000000001,0.018000000000000002,0,0,2013-14,StonyBrook
Chris Braley,4,0.8,1,0.5,0,0,NA,2013-14,StonyBrook
Scott King,3,0.214,0.25,1,0,0,NA,2013-14,StonyBrook
Carson Puriefoy,3,0.016,0.016,0.5,0,0,NA,2013-14,StonyBrook
Anthony Jackson,2,0,0,NA,0.016,0.019,0.5,2013-14,StonyBrook
Anthony Mayo,2,0.4,0,0,0,0,NA,2013-14,StonyBrook
Kameron Mitchell,1,0.33299999999999996,1,1,0,0,NA,2013-14,StonyBrook
Total,117,0.133,0.125,0.563,0.02,0.033,0.583,2013-14,StonyBrook
