name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Halil Kanacevic,38,0.228,0.25,0.639,0.037000000000000005,0.083,0.5,2011-12,SaintJoseph's
Ronald Roberts,36,0.20600000000000002,0.203,0.7140000000000001,0.013000000000000001,0,0,2011-12,SaintJoseph's
C.J. Aiken,15,0.147,0.133,0.733,0,0,NA,2011-12,SaintJoseph's
Langston Galloway,11,0.152,0.17800000000000002,0.8,0.009000000000000001,0,0,2011-12,SaintJoseph's
Daryus Quarles,6,0.16699999999999998,0.17600000000000002,0.75,0.028999999999999998,0,0,2011-12,SaintJoseph's
Carl Jones,3,0.008,0,0,0.018000000000000002,0,0,2011-12,SaintJoseph's
Papa Ndao,3,0.375,0.429,1,0,0,NA,2011-12,SaintJoseph's
Chris Wilson,2,0.061,0,0,0,0,NA,2011-12,SaintJoseph's
Evan Maschmeyer,1,0,0,NA,0.2,0,0,2011-12,SaintJoseph's
Total,115,0.151,0.158,0.6890000000000001,0.017,0.005,0.111,2011-12,SaintJoseph's
