name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Troy Snyder,33,0.18100000000000002,0.165,0.552,0.059000000000000004,0.08,0.5,2013-14,UMES
Ishaq Pitt,11,0.11699999999999999,0.109,0.455,0,0,NA,2013-14,UMES
Francis Ezeiru,11,0.121,0.03,0.14300000000000002,0.14300000000000002,0.077,0.25,2013-14,UMES
Hakeem Baxter,7,0.035,0.025,0.4,0.035,0.125,1,2013-14,UMES
Devon Walker,5,0.115,0.077,0.33299999999999996,0.083,0.111,0.5,2013-14,UMES
Pina Guillaume,5,0.25,0.14300000000000002,0.2,0,0,NA,2013-14,UMES
Isaac Smith,4,0.065,0.091,0.5,0,0,NA,2013-14,UMES
Louis Bell,4,0.1,0.067,0.33299999999999996,0,0,NA,2013-14,UMES
Kyree Jones,4,0.061,0.1,0.5,0.022000000000000002,0,0,2013-14,UMES
Iman Johnson,3,0.4,0.5,0.5,0.25,NA,0,2013-14,UMES
Mark Blackmon,2,0.2,0.16699999999999998,0.5,0,NA,NA,2013-14,UMES
Shane Randall,1,0.028999999999999998,0,0,0,0,NA,2013-14,UMES
Travis Trim,1,0.2,0,0,0,NA,NA,2013-14,UMES
Total,91,0.11,0.091,0.42700000000000005,0.038,0.048,0.4,2013-14,UMES
