name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Theo John,16,0.21600000000000003,0.146,0.43799999999999994,0,0,NA,2019-20,Marquette
Sacar Anim,16,0.11800000000000001,0.111,0.5329999999999999,0.012,0,0,2019-20,Marquette
Jayce Johnson,13,0.255,0.226,0.583,0.067,0,0,2019-20,Marquette
Brendan  Bailey,9,0.28,0.21100000000000002,0.5710000000000001,0.043,0,0,2019-20,Marquette
Ed Morrow,8,0.222,0.14300000000000002,0.375,0,NA,NA,2019-20,Marquette
Jamal Cain,8,0.20600000000000002,0.23800000000000002,0.7140000000000001,0.037000000000000005,0.071,1,2019-20,Marquette
Markus Howard,8,0.017,0.019,0.5,0.02,0.016,0.33299999999999996,2019-20,Marquette
Greg Elliott,2,0.062,0.11800000000000001,1,0,0,NA,2019-20,Marquette
Koby McEwen,2,0.033,0,0,0,0,NA,2019-20,Marquette
Michael Kennedy,1,NA,NA,NA,NA,NA,NA,2019-20,Marquette
Symir Torrence,1,0.14300000000000002,0.33299999999999996,1,0,0,NA,2019-20,Marquette
Total,84,0.129,0.121,0.528,0.019,0.013999999999999999,0.25,2019-20,Marquette
