name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Terry Taylor,38,0.18899999999999997,0.18899999999999997,0.7140000000000001,0.071,0.096,0.556,2017-18,AustinPeay
Averyl Ugba,37,0.157,0.163,0.733,0.053,0.1,0.7140000000000001,2017-18,AustinPeay
Chris Porter-Bunton,10,0.096,0.11599999999999999,0.7140000000000001,0.046,0,0,2017-18,AustinPeay
Richard Henderson,8,0.098,0.1,0.667,0.071,0,0,2017-18,AustinPeay
Dayton Gumm,5,0.027000000000000003,0.031,0.667,0.032,0.11800000000000001,1,2017-18,AustinPeay
Steve Harris,3,0.013000000000000001,0,0,0.01,0,0,2017-18,AustinPeay
Ivan Cucak,2,0.25,0,0,0.1,0.2,1,2017-18,AustinPeay
Zach Glotta,2,0,0,NA,0.037000000000000005,0.077,1,2017-18,AustinPeay
Deyshawn Martin,1,0,0,NA,0.5,1,1,2017-18,AustinPeay
Tre' Ivory,1,0.022000000000000002,0,0,0,0,NA,2017-18,AustinPeay
Ed Stephens,1,0,0,NA,0.14300000000000002,0.5,1,2017-18,AustinPeay
Total,108,0.105,0.113,0.688,0.042,0.069,0.586,2017-18,AustinPeay
