name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Derek Ogbeide,33,0.28600000000000003,0.24100000000000002,0.594,0.015,0,0,2016-17,Georgia
Yante Maten,32,0.17600000000000002,0.11900000000000001,0.444,0.027000000000000003,0.018000000000000002,0.25,2016-17,Georgia
Mike Edwards,17,0.298,0.258,0.5710000000000001,0.053,0.042,0.33299999999999996,2016-17,Georgia
Juwan Parker,10,0.136,0.105,0.5,0.012,0.017,0.5,2016-17,Georgia
J.J. Frazier,5,0.017,0.013999999999999999,0.5,0.005,0.013999999999999999,1,2016-17,Georgia
Houston Kessler,4,0.5710000000000001,0.25,0.25,0,0,NA,2016-17,Georgia
Kenny Paul Geno,3,0.273,0.33299999999999996,0.667,0,0,NA,2016-17,Georgia
Pape Diatta,3,0.214,0.083,0.33299999999999996,0,0,NA,2016-17,Georgia
William Jackson II,2,0.08,0,0,0,0,NA,2016-17,Georgia
E'Torrion Wilridge,2,0.154,0.182,1,0,0,NA,2016-17,Georgia
Tyree Crump,1,0.062,0.125,1,0,0,NA,2016-17,Georgia
Total,112,0.161,0.131,0.52,0.015,0.015,0.364,2016-17,Georgia
