name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Otto Porter,31,0.32,0.321,0.75,0.064,0.07,0.5710000000000001,2011-12,Georgetown
Hollis Thompson,24,0.154,0.136,0.562,0.084,0.129,0.5,2011-12,Georgetown
Henry Sims,22,0.146,0.16899999999999998,0.7,0.013999999999999999,0,0,2011-12,Georgetown
Greg Whittington,15,0.31,0.318,0.5379999999999999,0.077,0,0,2011-12,Georgetown
Nate Lubick,10,0.172,0.184,0.7,0,0,NA,2011-12,Georgetown
Mikael Hopkins,7,0.207,0.35700000000000004,0.833,0.048,0,0,2011-12,Georgetown
Jason Clark,4,0.035,0.049,1,0,0,NA,2011-12,Georgetown
Jabril Trawick,4,0.077,0.095,0.667,0.091,0,0,2011-12,Georgetown
Tyler Adams,3,0.5,0.667,0.667,0,0,NA,2011-12,Georgetown
Markel Starks,1,0.022000000000000002,0.03,1,0,0,NA,2011-12,Georgetown
Aaron Bowen,1,0.111,0.16699999999999998,1,0,NA,NA,2011-12,Georgetown
John Caprio,1,0.33299999999999996,0,0,0,NA,NA,2011-12,Georgetown
Total,123,0.154,0.165,0.6859999999999999,0.039,0.04,0.381,2011-12,Georgetown
