name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jerry Evans,24,0.444,0.355,0.55,0.063,0,0,2012-13,Nevada
Kevin Panzer,14,0.244,0.242,0.727,0.075,0.125,0.33299999999999996,2012-13,Nevada
Jordan Burris,13,0.154,0.171,0.75,0.076,0.095,0.4,2012-13,Nevada
Devonte Elliott,11,0.209,0.259,0.778,0.025,0,0,2012-13,Nevada
Cole Huff,9,0.381,0.35700000000000004,0.625,0.019,0.045,1,2012-13,Nevada
Marqueze Coleman,7,0.125,0.083,0.4,0.043,0.077,0.5,2012-13,Nevada
Deonte Burton,4,0.024,0.038,1,0.009000000000000001,0,0,2012-13,Nevada
Malik Story,3,0.015,0,0,0.016,0.02,0.5,2012-13,Nevada
Ali Fall,2,0.071,0,0,0.045,0,0,2012-13,Nevada
Brice Crook,1,NA,NA,NA,1,NA,0,2012-13,Nevada
Patrick Nyeko,1,0.33299999999999996,1,1,0,NA,NA,2012-13,Nevada
Total,89,0.147,0.147,0.642,0.036000000000000004,0.026000000000000002,0.273,2012-13,Nevada
