name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jalen Billups,27,0.162,0.204,0.8,0.038,0.095,1,2013-14,NorthernKy.
Jake Giesler,19,0.24600000000000002,0.237,0.562,0.12,0.16699999999999998,0.33299999999999996,2013-14,NorthernKy.
Jordan Jackson,15,0.073,0.08,0.615,0.039,0.077,0.5,2013-14,NorthernKy.
Jack Flournoy,5,0.158,0.083,0.33299999999999996,0.133,0.4,1,2013-14,NorthernKy.
Daniel Camps,5,0.054000000000000006,0.07400000000000001,0.8,0,0,NA,2013-14,NorthernKy.
Todd Johnson,5,0.08,0.154,1,0.045,0,0,2013-14,NorthernKy.
Tyler White,4,0.031,0.071,1,0.024,0,0,2013-14,NorthernKy.
Cole Murray,2,0.28600000000000003,0,0,0,0,NA,2013-14,NorthernKy.
Deontae Cole,2,0.16699999999999998,0,0,0.2,NA,0,2013-14,NorthernKy.
Anthony Monaco,1,0,0,NA,0,0,NA,2013-14,NorthernKy.
Matt Rosenwinkel,1,0.33299999999999996,0.33299999999999996,1,NA,NA,NA,2013-14,NorthernKy.
Total,86,0.10800000000000001,0.127,0.6709999999999999,0.040999999999999995,0.057,0.462,2013-14,NorthernKy.
