name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Christian Peevy,11,0.106,0.08900000000000001,0.5,0.03,0,0,2017-18,UIW
Konstantin Kulikov,10,0.32299999999999995,0.368,0.7,0,0,NA,2017-18,UIW
Charles Brown III,9,0.07,0.09,0.778,0,0,NA,2017-18,UIW
Simi Socks,9,0.135,0.217,0.7140000000000001,0.028999999999999998,0,0,2017-18,UIW
Shawn Johnson,9,0.10300000000000001,0.098,0.5,0.045,0,0,2017-18,UIW
Keaton Hervey,7,0.057999999999999996,0.073,0.6,0.057,0.125,0.5,2017-18,UIW
Devin Wyatt,6,0.222,0.214,0.5,0,0,NA,2017-18,UIW
Cody Graham,4,0.071,0.083,0.667,0.038,0.091,1,2017-18,UIW
Augustine Ene,2,0.048,0.111,1,0,0,NA,2017-18,UIW
Total,67,0.085,0.10099999999999999,0.633,0.019,0.016,0.28600000000000003,2017-18,UIW
