name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Chris Lewis,11,0.07200000000000001,0.084,0.8,0.013999999999999999,0,0,2018-19,Harvard
Noah Kirkwood,10,0.084,0.094,0.667,0.02,0.067,1,2018-19,Harvard
Danilo Djuricic,9,0.161,0.16699999999999998,0.667,0,0,NA,2018-19,Harvard
Kale Catchings,8,0.276,0.214,0.375,0,NA,NA,2018-19,Harvard
Henry Welsh,6,0.188,0.182,0.667,0,0,NA,2018-19,Harvard
Justin Bassey,6,0.102,0.071,0.5,0,0,NA,2018-19,Harvard
Robert Baker,3,0.073,0.12,1,0,0,NA,2018-19,Harvard
Corey Johnson,2,0,NA,NA,0.28600000000000003,0.5,1,2018-19,Harvard
Mason Forbes,1,0.043,0.053,1,0,0,NA,2018-19,Harvard
Christian Juzang,1,0,0,NA,0,0,NA,2018-19,Harvard
Bryce Aiken,1,0.012,0.021,1,0,0,NA,2018-19,Harvard
Total,58,0.084,0.09,0.66,0.011000000000000001,0.022000000000000002,0.75,2018-19,Harvard
