shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.345,0.623,0.10400000000000001,0.695,2012-13,FresnoSt.
2pt Jumpers,0.35100000000000003,0.309,0.08800000000000001,0.33899999999999997,2012-13,FresnoSt.
3pt Shots,0.305,0.29100000000000004,0.006999999999999999,0.293,2012-13,FresnoSt.
