name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Karviar Shepherd,27,0.21,0.21600000000000003,0.524,0.05,0.051,0.33299999999999996,2013-14
Jarvis Ray,15,0.085,0.083,0.545,0.04,0.026000000000000002,0.25,2013-14
Amric Fields,12,0.182,0.162,0.6,0.024,0.036000000000000004,0.5,2013-14
Brandon Parrish,12,0.15,0.21899999999999997,0.778,0.039,0.091,0.667,2013-14
Kyan Anderson,5,0.023,0.013000000000000001,0.33299999999999996,0.021,0.026000000000000002,0.5,2013-14
Christian Gore,4,0.107,0.071,0.33299999999999996,0.037000000000000005,0,0,2013-14
Thomas Montigel,3,0.273,0.4,0.667,0,NA,NA,2013-14
Hill Charles,3,0.042,0.083,1,0.087,0.16699999999999998,0.5,2013-14
Michael Williams,2,0.033,0,0,0.032,0,0,2013-14
Kemal Dincer,1,0,0,NA,0.33299999999999996,NA,0,2013-14
Hudson Price,1,0.043,0,0,0,0,NA,2013-14
Total,85,0.106,0.109,0.556,0.038,0.043,0.364,2013-14
