shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.342,0.47,0.212,0.597,2017-18,Cincinnati
2pt Jumpers,0.27899999999999997,0.345,0.069,0.37,2017-18,Cincinnati
3pt Shots,0.37799999999999995,0.309,0.017,0.315,2017-18,Cincinnati
