name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Tulio Da Silva,23,0.11,0.107,0.727,0.107,0.13699999999999998,0.583,2018-19
Kabir Mohammed,20,0.171,0.21100000000000002,0.5710000000000001,0.17800000000000002,0.212,0.5379999999999999,2018-19
Jarred Dixon,6,0.011000000000000001,0,0,0.047,0.044000000000000004,0.4,2018-19
Obediah Church,5,0.107,0.045,0.33299999999999996,0.105,0.14300000000000002,0.5,2018-19
Keandre Cook,5,0.016,0,0,0.034,0.022000000000000002,0.25,2018-19
Darian Scott,4,0.375,0.5,0.667,0.077,0,0,2018-19
Szymon Wojcik,4,0.17600000000000002,0.16699999999999998,0.667,0,0,NA,2018-19
Josh Webster,3,0.046,0.05,0.667,0,0,NA,2018-19
Jared Ridder,2,0.14300000000000002,0.14300000000000002,1,0.059000000000000004,0.14300000000000002,1,2018-19
DA,1,0.125,0,0,0,0,NA,2018-19
Ross Owens,1,NA,NA,NA,0.5,0.5,1,2018-19
Total,74,0.075,0.067,0.588,0.065,0.08199999999999999,0.513,2018-19
