shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.39899999999999997,0.5870000000000001,0.086,0.642,2017-18
2pt Jumpers,0.23600000000000002,0.408,0.027999999999999997,0.42,2017-18
3pt Shots,0.365,0.33,0.003,0.331,2017-18
