name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Obij Aget,32,0.316,0.365,0.767,0.04,0,0,2014-15
Deshawn Delaney,27,0.17600000000000002,0.207,0.75,0.032,0.031,0.33299999999999996,2014-15
Devon Williams,21,0.233,0.2,0.524,0,0,NA,2014-15
Sam Logwood,9,0.2,0.24,0.667,0,0,NA,2014-15
J.J. N'Ganga,7,0.125,0.156,0.833,0.077,0.25,1,2014-15
Xavier Adams,6,0.16699999999999998,0.182,0.667,0,0,NA,2014-15
Hugh Greenwood,5,0.114,0.067,0.25,0.01,0,0,2014-15
Joe Furstinger,4,0.114,0.11800000000000001,0.5,0,0,NA,2014-15
Arthur Edwards,4,0.125,0.125,0.5,0.1,0.2,1,2014-15
Jordan Goodman,3,0.071,0.048,0.33299999999999996,0,0,NA,2014-15
Total,118,0.174,0.19399999999999998,0.6609999999999999,0.019,0.024,0.444,2014-15
