name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jason Whitens,17,0.222,0.263,0.7140000000000001,0.1,0.1,0.33299999999999996,2019-20
Brandon Johnson,17,0.109,0.077,0.467,0.011000000000000001,0.033,1,2019-20
Titus Wright,14,0.129,0.11699999999999999,0.5379999999999999,0.042,0.091,1,2019-20
Chase Barrs,7,0.149,0.14800000000000002,0.5710000000000001,0,0,NA,2019-20
Patrick Emilien,6,0.16699999999999998,0.2,0.8,0.125,NA,0,2019-20
Michael Flowers,4,0,0,NA,0.021,0.036000000000000004,0.667,2019-20
Kawanise Wilkins,2,0.125,0.2,1,0.14300000000000002,0,0,2019-20
Adida Ikongshul,1,0.33299999999999996,0.33299999999999996,1,0,0,NA,2019-20
William Boyer-Richard,1,0.055999999999999994,0.111,1,0,0,NA,2019-20
Luke Toliver,1,0,NA,NA,0.2,0,0,2019-20
"ARTISWHITE,B",1,0,0,NA,0.026000000000000002,0,0,2019-20
Total,71,0.09699999999999999,0.099,0.614,0.025,0.032,0.462,2019-20
