start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.19,0.535,0.332,0.62,0.21600000000000003,0.415,0.452,0.353,2019-20
"Rebound, 11-30 s",0.185,0.466,0.27,0.57,0.375,0.327,0.355,0.35600000000000004,2019-20
"Opp score, 0-10 s",0.059000000000000004,0.46299999999999997,0.426,0.625,0.191,0.444,0.38299999999999995,0.19399999999999998,2019-20
"Opp score, 11-30 s",0.38,0.47600000000000003,0.272,0.561,0.325,0.36700000000000005,0.40299999999999997,0.337,2019-20
"Steal, 0-10 s",0.033,0.632,0.623,0.758,0.113,0.16699999999999998,0.264,0.35700000000000004,2019-20
"Steal, 11-30 s",0.016,0.34,0.24,0.833,0.36,0.222,0.4,0.1,2019-20
Transition,0.28300000000000003,0.531,0.386,0.647,0.19899999999999998,0.40399999999999997,0.415,0.32299999999999995,2019-20
