name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Nick Jacobs,19,0.158,0.17800000000000002,0.667,0.069,0.083,0.5710000000000001,2013-14
Jimmie Taylor,15,0.364,0.381,0.667,0.10300000000000001,0,0,2013-14
Shannon Hale,13,0.154,0.158,0.6,0.04,0.105,1,2013-14
Rodney Cooper,13,0.193,0.18899999999999997,0.636,0.028999999999999998,0.062,0.5,2013-14
Algie Key,10,0.083,0.161,1,0.156,0.125,0.2,2013-14
Carl Engstrom,6,0.214,0.21100000000000002,0.667,0,0,NA,2013-14
Levi Randolph,5,0.040999999999999995,0,0,0.026000000000000002,0,0,2013-14
Trevor Releford,5,0.026000000000000002,0.01,0.25,0.025,0.062,1,2013-14
Retin Obasohan,1,0.01,0,0,0,0,NA,2013-14
Dakota Slaughter,1,0.5,0.5,1,NA,NA,NA,2013-14
Total,88,0.099,0.10300000000000001,0.615,0.047,0.053,0.409,2013-14
