name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Justin Alston,26,0.122,0.121,0.636,0.043,0,0,2016-17,BostonU.
Nick Havener,14,0.192,0.135,0.5,0,0,NA,2016-17,BostonU.
Eric Fanning,11,0.054000000000000006,0.055999999999999994,0.556,0.015,0.071,1,2016-17,BostonU.
Max Mahoney,9,0.158,0.162,0.667,0,0,NA,2016-17,BostonU.
Dylan Haines,6,0.33299999999999996,0.25,0.4,0.071,0.25,1,2016-17,BostonU.
Tyler Scanlon,2,0.1,0.071,0.5,0,0,NA,2016-17,BostonU.
Eric Johnson,2,0.071,0.125,1,0.038,0,0,2016-17,BostonU.
Kyle Foreman,2,0.022000000000000002,0,0,0,0,NA,2016-17,BostonU.
Cedric Hankerson,1,0.025,0,0,0,0,NA,2016-17,BostonU.
Total,73,0.091,0.087,0.5539999999999999,0.019,0.016,0.28600000000000003,2016-17,BostonU.
