name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Adam Sledd,23,0.2,0.235,0.75,0.09,0.14300000000000002,0.5710000000000001,2016-17,WesternCaro.
Haboubacar Mutombo,18,0.11900000000000001,0.14300000000000002,0.769,0.037000000000000005,0.069,0.8,2016-17,WesternCaro.
Marc Gosselin,15,0.145,0.205,0.818,0.053,0,0,2016-17,WesternCaro.
Kyle Rhoades,9,0.25,0.2,0.4,0.28600000000000003,0.6,0.75,2016-17,WesternCaro.
Yalim Olcay,8,0.091,0.059000000000000004,0.33299999999999996,0.2,0.182,0.4,2016-17,WesternCaro.
Ashley Williams,7,0.312,0.2,0.4,0.065,0.125,0.5,2016-17,WesternCaro.
Onno Steger,7,0.09699999999999999,0.062,0.33299999999999996,0.08900000000000001,0.14300000000000002,0.25,2016-17,WesternCaro.
Maurice Smith,6,0.21100000000000002,0.375,0.75,0.095,0.33299999999999996,0.5,2016-17,WesternCaro.
Deriece Parks,3,0.083,0.16699999999999998,1,0.087,0.1,0.5,2016-17,WesternCaro.
Elijah Pughsley,3,0.036000000000000004,0.125,1,0.043,0,0,2016-17,WesternCaro.
Devin Peterson,3,0,0,NA,0.015,0.016,0.33299999999999996,2016-17,WesternCaro.
Jesse Deloach,1,0.25,0,0,0,0,NA,2016-17,WesternCaro.
Total,103,0.12,0.142,0.667,0.055999999999999994,0.076,0.45,2016-17,WesternCaro.
