name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Scottie James,30,0.114,0.122,0.76,0.11900000000000001,0.16699999999999998,0.6,2017-18,Liberty
Myo Baxter-Bell,12,0.133,0.2,0.8,0.026000000000000002,0.028999999999999998,0.5,2017-18,Liberty
Georgie Pacheco-Ortiz,4,0.034,0.044000000000000004,0.667,0.015,0.042,1,2017-18,Liberty
Ryan Kemrite,4,0.059000000000000004,0.038,0.33299999999999996,0.045,0,0,2017-18,Liberty
Ezra Talbert,4,0.19,0.267,1,0,0,NA,2017-18,Liberty
Isaiah Williams,4,0.043,0.027999999999999997,0.33299999999999996,0.091,0.5,1,2017-18,Liberty
Lovell Cabbil,3,0.026000000000000002,0.04,0.667,0,0,NA,2017-18,Liberty
Caleb Homesley,2,0.031,0.048,1,0,0,NA,2017-18,Liberty
Keegan McDowell,1,0,0,NA,0.042,0,0,2017-18,Liberty
Total,64,0.068,0.086,0.736,0.031,0.040999999999999995,0.545,2017-18,Liberty
