name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Javis Howard,27,0.23600000000000002,0.21600000000000003,0.647,0.09,0.094,0.5,2016-17
Christian Keeling,17,0.10300000000000001,0.129,0.75,0.024,0.011000000000000001,0.2,2016-17
Ugo Mmonu,7,0.292,0.3,0.429,0,0,NA,2016-17
Cortez Mitchell,7,0.06,0.081,0.833,0.01,0.026000000000000002,1,2016-17
Jordan Jones,5,0.19,0.214,0.75,0.14300000000000002,0.5,1,2016-17
Antwan Maxwell,4,0.11800000000000001,0.091,0.5,0.025,0,0,2016-17
Armel Potter,4,0.026000000000000002,0.040999999999999995,1,0,0,NA,2016-17
Jamar Martin,3,0.154,0.222,1,0.1,0.33299999999999996,1,2016-17
Jamal Thomas,1,0,0,NA,0.091,0.33299999999999996,1,2016-17
Zach Durkee,1,0,0,NA,1,NA,0,2016-17
Total,76,0.1,0.11199999999999999,0.698,0.033,0.038,0.455,2016-17
