shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.312,0.662,0.07200000000000001,0.7140000000000001,2016-17,CharlestonSo.
2pt Jumpers,0.304,0.382,0.092,0.42,2016-17,CharlestonSo.
3pt Shots,0.384,0.359,0.003,0.36,2016-17,CharlestonSo.
