name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Malik Hines,32,0.196,0.17600000000000002,0.679,0.098,0.077,0.25,2017-18,Massachusetts
Unique McLean,17,0.142,0.14800000000000002,0.5,0.027999999999999997,0,0,2017-18,Massachusetts
Rashaan Holloway,16,0.16699999999999998,0.22,0.929,0.11800000000000001,0.25,0.5,2017-18,Massachusetts
Chris Baldwin,9,0.261,0.214,0.5,0.13,0.222,0.667,2017-18,Massachusetts
C.J. Anderson,5,0.012,0,0,0.035,0.022000000000000002,0.25,2017-18,Massachusetts
Carl Pierre,3,0.034,0.067,1,0.016,0.053,1,2017-18,Massachusetts
Luwane Pipkins,3,0.012,0,0,0,0,NA,2017-18,Massachusetts
Khalea Turner-Morris,2,0.111,0.091,0.5,NA,NA,NA,2017-18,Massachusetts
Randall West,1,0.16699999999999998,0.25,1,0,0,NA,2017-18,Massachusetts
Total,88,0.1,0.114,0.653,0.032,0.039,0.4,2017-18,Massachusetts
