name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Deonte       Y earns,17,0.128,0.16399999999999998,0.688,0.028999999999999998,0.111,1,2015-16
Ervin Mitchell,8,0.061,0.083,0.8,0.048,0.038,0.33299999999999996,2015-16
Remond Brown,7,0.085,0.10300000000000001,0.75,0.075,0.059000000000000004,0.33299999999999996,2015-16
Kyle Williams,6,0.23800000000000002,0.182,0.4,0.083,0.2,1,2015-16
Carlton Lowe,6,0.28600000000000003,0.3,0.75,0.2,0.33299999999999996,1,2015-16
Ugur Hortum,5,0.147,0.2,0.6,0,0,NA,2015-16
Velario Altheimer,3,0.16699999999999998,0.14300000000000002,0.667,0,0,NA,2015-16
Mark Gary,3,0.034,0.032,0.5,0.031,0,0,2015-16
Nigel Riberio,1,0,0,NA,0.012,0,0,2015-16
Michael Bethea,1,0.067,0,0,0,0,NA,2015-16
Jack Ocwieja,1,0.125,0.2,1,0,0,NA,2015-16
04,1,0.25,0,0,0,0,NA,2015-16
Total,59,0.083,0.094,0.638,0.03,0.039,0.5,2015-16
