name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Doral Moore,50,0.321,0.317,0.8640000000000001,0.071,0.061,0.33299999999999996,2017-18
Terrence Thompson,15,0.265,0.35,0.5379999999999999,0.051,0,0,2017-18
Chaundee Brown,12,0.12300000000000001,0.133,0.5710000000000001,0.064,0.09699999999999999,0.6,2017-18
Olivier Sarr,11,0.18899999999999997,0.133,0.28600000000000003,0.129,0.182,0.5,2017-18
Keyshawn Woods,8,0.136,0.083,0.33299999999999996,0.008,0.018000000000000002,1,2017-18
Sunday Okeke,7,0.7,0.6,0.429,NA,NA,NA,2017-18
Bryant Crawford,4,0.016,0.027000000000000003,1,0.009000000000000001,0,0,2017-18
Donovan Mitchell,3,0.133,0.2,1,0.071,0,0,2017-18
Melo Eggleston,2,0.083,0.16699999999999998,1,0.2,0,0,2017-18
Mitchell Wilbekin,2,0,0,NA,0.049,0.125,0.5,2017-18
Sam Japhet-Mathias,1,0.2,0,0,NA,NA,NA,2017-18
Brandon Childress,1,0.016,0.037000000000000005,1,0,0,NA,2017-18
Anthony Bilas,1,0.33299999999999996,NA,0,NA,NA,NA,2017-18
Total,117,0.158,0.17800000000000002,0.674,0.038,0.042,0.391,2017-18
