name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Keenan Simmons,29,0.292,0.281,0.762,0.11900000000000001,0.115,0.375,2017-18,SIUE
Jalen Henry,18,0.2,0.16699999999999998,0.545,0.032,0.024,0.28600000000000003,2017-18,SIUE
Brandon Jackson,12,0.133,0.135,0.833,0.08199999999999999,0.08,0.33299999999999996,2017-18,SIUE
Christian Ellis,11,0.078,0.077,0.625,0.037000000000000005,0.04,0.33299999999999996,2017-18,SIUE
D.J. Jackson,7,0.5,0.444,0.5710000000000001,0,0,NA,2017-18,SIUE
Justin Benton,5,0.16699999999999998,0.16699999999999998,0.5,0.042,0,0,2017-18,SIUE
David McFarland,4,0.057,0.054000000000000006,0.667,0,0,NA,2017-18,SIUE
Daniel Kinchen,3,0.028999999999999998,0.042,1,0.028999999999999998,0.111,1,2017-18,SIUE
Julian Torres,2,0.1,0,0,0.067,0,0,2017-18,SIUE
Bill Awet,2,0.077,0.125,1,0.083,0,0,2017-18,SIUE
Kevion Stewart,1,0,NA,NA,0,NA,NA,2017-18,SIUE
Jaylen McCoy,1,0,0,NA,0,0,NA,2017-18,SIUE
Total,95,0.14300000000000002,0.141,0.672,0.046,0.043,0.32299999999999995,2017-18,SIUE
