shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.41700000000000004,0.579,0.122,0.66,2013-14
2pt Jumpers,0.257,0.387,0.105,0.433,2013-14
3pt Shots,0.326,0.348,0.005,0.349,2013-14
