name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Traylin Farris,26,0.134,0.158,0.8,0.115,0.163,0.8,2016-17
De'Sean Parsons,18,0.073,0.081,0.75,0.046,0.05,0.33299999999999996,2016-17
Brandon Hollins,15,0.136,0.14,0.778,0.125,0.2,0.833,2016-17
Deontae North,9,0.063,0.07200000000000001,0.833,0.037000000000000005,0,0,2016-17
Bryce Canda,8,0.064,0.062,0.667,0.102,0.23800000000000002,1,2016-17
Braxton Tucker,6,0.192,0.16699999999999998,0.6,0.027999999999999997,0,0,2016-17
Caleen Robinson,5,0.046,0.044000000000000004,0.667,0.017,0.048,1,2016-17
Zach Gengler,5,0.022000000000000002,0.031,1,0.032,0.022000000000000002,0.33299999999999996,2016-17
Brendan Rumel,3,0.16699999999999998,0.2,1,0.14300000000000002,0.25,1,2016-17
Michael Mayhew,2,0,0,NA,0.5,1,1,2016-17
Montie Leunen,1,0.083,0.125,1,0,NA,NA,2016-17
Khari Holloway,1,0,0,NA,0.05,0,0,2016-17
Total,99,0.085,0.094,0.768,0.063,0.099,0.65,2016-17
