name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Stanton Kidd,36,0.188,0.156,0.5479999999999999,0.055999999999999994,0.048,0.4,2012-13
Jay Copeland,26,0.24,0.261,0.72,0.048,0,0,2012-13
Karamo Jawara,7,0.35,0.4,0.857,0,0,NA,2012-13
Ray Willis,6,0.055999999999999994,0.085,1,0.009000000000000001,0,0,2012-13
Jeremy Ingram,6,0.021,0.034,1,0.055,0.045,0.25,2012-13
Davron Williams,4,0.21100000000000002,0.182,0.5,NA,NA,NA,2012-13
Drimir Ferguson,2,0.071,0.154,1,0,0,NA,2012-13
Ebuka Anyaorah,2,0.091,0.125,1,0.125,0,0,2012-13
Emanuel Chapman,1,0.026000000000000002,0,0,0,0,NA,2012-13
Antonin Galaya,1,0.2,0.33299999999999996,1,0,0,NA,2012-13
Total,91,0.128,0.13699999999999998,0.684,0.028999999999999998,0.023,0.25,2012-13
