name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season,team
Mark Nwakamma,324,0.582,0.5479999999999999,0.522,0.669,0.301,0.35200000000000004,0.395,0.156,0.127,0.317,0.846,0.534,0.682,2013-14,Hartford
Wes Cole,225,0.626,0.613,0.084,0.526,0.3,0.107,0.45799999999999996,0,0.809,0.429,0.9490000000000001,0.098,0.8640000000000001,2013-14,Hartford
Taylor Dyson,224.00000000000003,0.525,0.48700000000000004,0.214,0.41700000000000004,0.05,0.147,0.33299999999999996,0.091,0.638,0.364,0.9620000000000001,0.28600000000000003,0.7659999999999999,2013-14,Hartford
Yolonzo Moore II,221,0.5680000000000001,0.511,0.39399999999999996,0.598,0.28800000000000003,0.226,0.38,0.105,0.38,0.33299999999999996,0.857,0.611,0.726,2013-14,Hartford
Evan Cooper,162,0.588,0.5589999999999999,0.278,0.556,0.48,0.08,0.308,0,0.642,0.39399999999999996,0.951,0.259,0.7859999999999999,2013-14,Hartford
Corban Wroe,146,0.618,0.586,0.466,0.588,0.525,0.075,0.182,0,0.45899999999999996,0.433,0.9309999999999999,0.308,0.8,2013-14,Hartford
Nate Sikma,112.99999999999999,0.513,0.48200000000000004,0.301,0.618,0.524,0.177,0.4,0.375,0.522,0.28800000000000003,1,0.27399999999999997,0.71,2013-14,Hartford
Oren Faulk,94,0.544,0.5529999999999999,0.723,0.632,0.512,0.223,0.429,0.444,0.053,0,NA,0.426,0.475,2013-14,Hartford
Jamie Schneck,37,0.506,0.541,0.865,0.531,0.706,0.135,0.6,0.33299999999999996,0,NA,NA,0.649,0.375,2013-14,Hartford
Yasin Kolo,27,0.638,0.593,0.37,0.8,0.5,0.259,0.28600000000000003,0,0.37,0.4,1,0.889,0.708,2013-14,Hartford
Justin Graham,13,0.617,0.5,0.385,0.4,0,0.154,0,NA,0.462,0.5,1,1.308,0.765,2013-14,Hartford
Dougal Weir,4,0.25,0.25,0.5,0.5,1,0.5,0,NA,0,NA,NA,0,NA,2013-14,Hartford
Jeremiah Aska,3,0.253,0,0,NA,NA,0,NA,NA,1,0,NA,0.667,1,2013-14,Hartford
"DRAKEFORD,FARONTE",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-14,Hartford
"DUREN,TYREEK",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-14,Hartford
"HUSEK,MATT",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-14,Hartford
Total,1593,0.5730000000000001,0.542,0.368,0.6,0.386,0.19,0.377,0.158,0.442,0.376,0.94,0.389,0.703,2013-14,Hartford
