shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.21100000000000002,0.6409999999999999,0.11,0.72,2017-18,Baylor
2pt Jumpers,0.405,0.37,0.11800000000000001,0.419,2017-18,Baylor
3pt Shots,0.384,0.337,0.012,0.341,2017-18,Baylor
