name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Marc-Eddy Norelia,37,0.12300000000000001,0.15,0.742,0.034,0.049,0.667,2015-16
Antravious Simmons,27,0.156,0.184,0.72,0.043,0,0,2015-16
Demetris Morant,21,0.278,0.27699999999999997,0.65,0.05,0.16699999999999998,1,2015-16
Kevin Mickle,11,0.314,0.278,0.455,0,0,NA,2015-16
Christian Terrell,10,0.054000000000000006,0.067,0.75,0.013000000000000001,0,0,2015-16
Julian DeBose,5,0.066,0.09300000000000001,0.8,0,0,NA,2015-16
Rayjon Tucker,5,0.068,0.098,1,0.043,0,0,2015-16
Zach Johnson,3,0.013999999999999999,0.025,1,0.012,0.03,1,2015-16
Reggie Reid,2,0.057,0.071,0.5,0,0,NA,2015-16
Filip Cvjeticanin,1,0.25,0.33299999999999996,1,0,0,NA,2015-16
Total,122,0.11,0.131,0.706,0.02,0.026000000000000002,0.5,2015-16
