name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Devontae Cacok,49,0.18600000000000003,0.207,0.8290000000000001,0.09,0.081,0.35700000000000004,2018-19,UNCW
Jeantal Cylla,22,0.146,0.184,0.75,0.04,0.027000000000000003,0.28600000000000003,2018-19,UNCW
Shawn O'Connell,12,0.172,0.16699999999999998,0.7,0.11800000000000001,0,0,2018-19,UNCW
Jaylen Sims,10,0.31,0.316,0.667,0.038,0,0,2018-19,UNCW
Jay Estime',5,0.158,0.154,0.667,0.019,0,0,2018-19,UNCW
Ty Taylor,4,0.05,0,0,0.061,0,0,2018-19,UNCW
Jaylen Fornes,4,0.064,0.077,0.667,0.022000000000000002,0,0,2018-19,UNCW
Trey Kalina,2,1,NA,0,0.2,NA,0,2018-19,UNCW
Kai Toews,2,0.01,0.017,1,0,0,NA,2018-19,UNCW
Ty Gadsden,2,0.027000000000000003,0,0,0,0,NA,2018-19,UNCW
Total,112,0.129,0.145,0.737,0.046,0.03,0.233,2018-19,UNCW
