name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jordan Goodwin,47,0.19399999999999998,0.205,0.659,0.040999999999999995,0.077,0.6,2019-20
Hasahn French,42,0.17300000000000001,0.168,0.6,0.067,0.086,0.429,2019-20
Javonte  Perkins,20,0.17600000000000002,0.161,0.5,0.016,0.035,1,2019-20
Bell Jimmy,20,0.28800000000000003,0.273,0.529,0.12,0,0,2019-20
Hargrove Terrence,8,0.115,0.1,0.5710000000000001,0.045,0,0,2019-20
Demarius Jacobs,5,0.019,0.032,1,0.04,0,0,2019-20
Thatch Fred,3,0.273,0.4,0.667,0,0,NA,2019-20
Gibson Jimerson,1,0.14300000000000002,0.16699999999999998,1,0,0,NA,2019-20
KC Hankton,1,0.111,0.2,1,0,NA,NA,2019-20
Total,147,0.155,0.158,0.605,0.037000000000000005,0.045,0.42100000000000004,2019-20
