name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ejike Obinna,16,0.2,0.162,0.5,0.21100000000000002,0.25,0.5,2019-20
Jordan Wright,8,0.111,0.114,0.5,0,0,NA,2019-20
Maxwell Evans,8,0.107,0.15,0.75,0,0,NA,2019-20
Clevon Brown,6,0.132,0.071,0.4,0,0,NA,2019-20
Dylan Disu,5,0.125,0.138,0.8,0,0,NA,2019-20
Aaron Nesmith,4,0.019,0,0,0.053,0.062,0.5,2019-20
Matthew Moyer,4,0.182,0.273,0.75,0,0,NA,2019-20
Saben Lee,4,0.018000000000000002,0.006999999999999999,0.25,0,0,NA,2019-20
Pippen Scotty,2,0,0,NA,0.024,0,0,2019-20
Braelee Albert,2,0.25,0,0,0.25,NA,0,2019-20
Oton Jankovic,1,0.14300000000000002,0.5,1,0,0,NA,2019-20
Total,60,0.07,0.067,0.551,0.031,0.031,0.33299999999999996,2019-20
