shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.35600000000000004,0.61,0.099,0.677,2018-19
2pt Jumpers,0.25,0.35,0.05,0.368,2018-19
3pt Shots,0.395,0.364,0.005,0.366,2018-19
