shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.33899999999999997,0.594,0.08900000000000001,0.652,2015-16,TexasSouthern
2pt Jumpers,0.33799999999999997,0.375,0.057999999999999996,0.39899999999999997,2015-16,TexasSouthern
3pt Shots,0.32299999999999995,0.335,0.003,0.336,2015-16,TexasSouthern
