shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.23,0.693,0.052000000000000005,0.731,2015-16
2pt Jumpers,0.304,0.36,0.062,0.384,2015-16
3pt Shots,0.466,0.34700000000000003,0.004,0.348,2015-16
