name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Chad Posthumus,40,0.24,0.222,0.583,0.157,0.10800000000000001,0.25,2012-13,MoreheadSt.
Kahlil Owens,18,0.217,0.2,0.6,0.079,0.059000000000000004,0.33299999999999996,2012-13,MoreheadSt.
Maurice Lewis-Briggs,16,0.24,0.312,0.833,0.129,0.16699999999999998,0.5,2012-13,MoreheadSt.
Drew Kelly,15,0.2,0.231,0.6920000000000001,0.02,0,0,2012-13,MoreheadSt.
Milton Chavis,14,0.106,0.09,0.6,0.045,0.034,0.25,2012-13,MoreheadSt.
Bruce Reed,9,0.21100000000000002,0.2,0.625,0.045,0.125,1,2012-13,MoreheadSt.
Bakari Turner,8,0.12,0.094,0.5,0.038,0.053,0.5,2012-13,MoreheadSt.
Jason Holmes,6,0.156,0.136,0.6,0.034,0,0,2012-13,MoreheadSt.
Angelo Warner,6,0.054000000000000006,0.044000000000000004,0.5,0.012,0,0,2012-13,MoreheadSt.
Devon Atkinson,2,0,0,NA,0.024,0,0,2012-13,MoreheadSt.
Jarrett Stokes,1,0,0,NA,0.023,0.062,1,2012-13,MoreheadSt.
Jourdan Stickler,1,0.2,0,0,0,0,NA,2012-13,MoreheadSt.
Total,136,0.151,0.14800000000000002,0.622,0.055,0.048,0.306,2012-13,MoreheadSt.
