shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.374,0.564,0.095,0.622,2011-12
2pt Jumpers,0.299,0.34600000000000003,0.069,0.37200000000000005,2011-12
3pt Shots,0.32799999999999996,0.32,0.013999999999999999,0.325,2011-12
