name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Antwaine Wiggins,33,0.16699999999999998,0.16699999999999998,0.636,0.099,0.094,0.3,2011-12
Adjehi Baru,25,0.228,0.188,0.5,0.075,0.086,0.429,2011-12
Trent Wiedeman,19,0.135,0.139,0.611,0.006999999999999999,0.017,1,2011-12
Nori Johnson,7,0.188,0.045,0.16699999999999998,0.055999999999999994,0,0,2011-12
Matt Sundberg,6,0.2,0.222,0.5,0.048,0,0,2011-12
James Carlton,6,0.267,0,0,0.2,0,0,2011-12
Andrew Lawrence,2,0,0,NA,0.032,0.042,0.5,2011-12
Jordan Scott,1,0,0,NA,0,0,NA,2011-12
Trevonte Dixon,1,0,0,NA,0.083,0,0,2011-12
Anthony Stitt,1,0,0,NA,0,0,NA,2011-12
Total,101,0.136,0.11599999999999999,0.514,0.049,0.042,0.32,2011-12
