shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.311,0.604,0.114,0.682,2011-12,CentralMich.
2pt Jumpers,0.325,0.331,0.077,0.359,2011-12,CentralMich.
3pt Shots,0.364,0.37,0.008,0.374,2011-12,CentralMich.
