name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Chris Eversley,40,0.20199999999999999,0.18899999999999997,0.588,0.040999999999999995,0.065,0.5,2012-13
Brian Bennett,26,0.187,0.188,0.652,0.023,0.019,0.33299999999999996,2012-13
Drake U'u,8,0.105,0.139,0.625,0,0,NA,2012-13
Zach Gordon,8,0.29600000000000004,0.278,0.625,0,0,NA,2012-13
Chris O'Brien,7,0.136,0.192,0.833,0.032,0.111,1,2012-13
Reese Morgan,3,0.17600000000000002,0,0,0,0,NA,2012-13
Jamal Johnson,2,0.019,0.043,1,0.026000000000000002,0,0,2012-13
Joel Awich,2,0.077,0.14300000000000002,1,0.059000000000000004,0,0,2012-13
Kyle Odister,1,0.062,0.1,1,0,0,NA,2012-13
Anthony Silvestri,1,1,1,1,NA,NA,NA,2012-13
Dylan Royer,1,0,0,NA,0.022000000000000002,0,0,2012-13
Total,99,0.154,0.166,0.628,0.024,0.03,0.385,2012-13
