shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.375,0.616,0.087,0.675,2016-17,BostonCollege
2pt Jumpers,0.273,0.41600000000000004,0.036000000000000004,0.431,2016-17,BostonCollege
3pt Shots,0.35100000000000003,0.354,0.013999999999999999,0.359,2016-17,BostonCollege
