name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Donnavan Kirk,27,0.308,0.314,0.688,0.09699999999999999,0.043,0.182,2013-14
Tonye Jekiri,20,0.304,0.265,0.529,0.043,0.087,0.667,2013-14
Rion Brown,19,0.141,0.11900000000000001,0.615,0.054000000000000006,0.045,0.33299999999999996,2013-14
James Kelly,13,0.27,0.214,0.6,0.05,0.091,0.667,2013-14
Erik Swoope,9,0.113,0.14,0.857,0.053,0,0,2013-14
Raphael Akpejiori,4,0.4,0.8,1,0,NA,NA,2013-14
Davon Reed,3,0.071,0.133,0.667,0,0,NA,2013-14
Manu Lecomte,2,0,0,NA,0.011000000000000001,0,0,2013-14
Garrius Adams,1,0.013999999999999999,0.026000000000000002,1,0,0,NA,2013-14
Total,98,0.152,0.162,0.662,0.04,0.034,0.308,2013-14
