shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.293,0.574,0.17800000000000002,0.6990000000000001,2011-12,Syracuse
2pt Jumpers,0.345,0.29600000000000004,0.182,0.36200000000000004,2011-12,Syracuse
3pt Shots,0.361,0.31,0.027000000000000003,0.319,2011-12,Syracuse
