name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Fab Melo,38,0.222,0.218,0.708,0.215,0.25,0.35700000000000004,2011-12,Syracuse
C.J. Fair,31,0.25,0.19,0.5,0.067,0.06,0.33299999999999996,2011-12,Syracuse
Kris Joseph,30,0.183,0.221,0.85,0.071,0.061,0.222,2011-12,Syracuse
Brandon Triche,15,0.11699999999999999,0.16699999999999998,0.889,0.057999999999999996,0.067,0.4,2011-12,Syracuse
James Southerland,15,0.21600000000000003,0.19399999999999998,0.75,0.125,0.115,0.429,2011-12,Syracuse
Baye Moussa Keita,14,0.268,0.207,0.545,1,1,0.667,2011-12,Syracuse
Rakeem Christmas,13,0.191,0.147,0.556,0.154,0.125,0.25,2011-12,Syracuse
Scoop Jardine,4,0.035,0.016,0.33299999999999996,0.013000000000000001,0.04,1,2011-12,Syracuse
Dion Waiters,4,0.006999999999999999,0.011000000000000001,1,0.032,0.026000000000000002,0.33299999999999996,2011-12,Syracuse
Michael Carter-Williams,4,0.091,0,0,0.111,0.4,1,2011-12,Syracuse
Mookie Jones,1,0,0,NA,0.33299999999999996,NA,0,2011-12,Syracuse
Matt Lyde-Cajuste,1,NA,NA,NA,1,1,1,2011-12,Syracuse
Total,170,0.14300000000000002,0.138,0.6609999999999999,0.085,0.096,0.39,2011-12,Syracuse
