shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.315,0.635,0.106,0.71,2011-12,HighPoint
2pt Jumpers,0.303,0.35600000000000004,0.054000000000000006,0.376,2011-12,HighPoint
3pt Shots,0.382,0.33399999999999996,0.005,0.335,2011-12,HighPoint
