name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Corey Law,40,0.235,0.233,0.677,0.15,0.273,0.667,2011-12
Shay Shine,11,0.08800000000000001,0.098,0.625,0.02,0,0,2011-12
Travis Elliott,9,0.16399999999999998,0.214,0.667,0,0,NA,2011-12
Nick Barbour,5,0.06,0.087,0.8,0,0,NA,2011-12
Xavier Martin,3,0.033,0.033,0.5,0.016,0.055999999999999994,1,2011-12
Devante Wallace,3,0.042,0.077,1,0.036000000000000004,0,0,2011-12
Branimir Mikulic,3,0.125,0.111,0.5,0.053,0,0,2011-12
Justin Cheek,2,0.14300000000000002,0.28600000000000003,1,0,0,NA,2011-12
Jairus Simms,1,0.053,0.083,1,0,0,NA,2011-12
Landon Harris,1,0.16699999999999998,0.2,1,0,0,NA,2011-12
Quincy Drye,1,0,0,NA,0.2,0,0,2011-12
Total,79,0.122,0.146,0.6940000000000001,0.03,0.037000000000000005,0.43799999999999994,2011-12
