shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.369,0.627,0.098,0.696,2016-17
2pt Jumpers,0.294,0.389,0.051,0.41,2016-17
3pt Shots,0.337,0.345,0.003,0.34600000000000003,2016-17
