shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.42200000000000004,0.5539999999999999,0.087,0.607,2016-17
2pt Jumpers,0.218,0.41100000000000003,0.036000000000000004,0.426,2016-17
3pt Shots,0.359,0.379,0.001,0.379,2016-17
