shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.289,0.608,0.078,0.659,2019-20,Illinois
2pt Jumpers,0.381,0.341,0.053,0.36,2019-20,Illinois
3pt Shots,0.33,0.332,0.01,0.336,2019-20,Illinois
